enrollment_id,member_id,class_type_id,instructor_id,facility_id,area_id,enrollment_date,class_date,scheduled_start_time,actual_start_time,scheduled_end_time,actual_end_time,enrollment_status,checkin_time,checkout_time,attendance_status,payment_amount,instructor_rating,member_satisfaction_score,last_modified
ENR00001414,MEM000293,CT004,STF0010,FAC002,AR009,2025-08-13,2025-08-20,20:45:00,20:45:00,21:45:00,21:45:00,Confirmed,20:44:00,21:45:00,Present,18.2417914353963,4.0,3.0,2025-10-12
ENR00001415,MEM000171,CT004,STF0010,FAC002,AR009,2025-08-17,2025-08-20,20:45:00,20:55:00,21:45:00,21:55:00,Confirmed,20:33:00,21:55:00,Present,24.806549952614105,4.0,3.0,2025-10-12
ENR00001416,MEM000134,CT004,STF0010,FAC002,AR009,2025-08-20,2025-08-20,20:45:00,20:40:00,21:45:00,21:40:00,Confirmed,20:33:00,21:40:00,Present,30.864672566102037,4.0,5.0,2025-10-12
ENR00001417,MEM000444,CT004,STF0010,FAC002,AR009,2025-08-13,2025-08-20,20:45:00,20:45:00,21:45:00,21:45:00,Confirmed,20:31:00,21:45:00,Present,20.306231343894716,5.0,4.0,2025-10-12
ENR00001418,MEM000327,CT004,STF0018,FAC003,AR015,2025-08-15,2025-08-21,20:30:00,20:26:00,21:30:00,21:26:00,Confirmed,20:21:00,21:26:00,Present,20.562603768406785,4.0,3.0,2025-10-12
ENR00001419,MEM000274,CT004,STF0018,FAC003,AR015,2025-08-20,2025-08-21,20:30:00,20:35:00,21:30:00,21:35:00,Confirmed,20:18:00,21:35:00,Present,16.328168712092555,3.0,3.0,2025-10-12
ENR00001420,MEM000202,CT004,STF0018,FAC003,AR015,2025-08-18,2025-08-21,20:30:00,20:29:00,21:30:00,21:29:00,Confirmed,20:20:00,21:29:00,Present,28.280167285208396,3.0,4.0,2025-10-12
ENR00001421,MEM000474,CT004,STF0018,FAC003,AR015,2025-08-14,2025-08-21,20:30:00,20:31:00,21:30:00,21:31:00,Confirmed,20:16:00,21:31:00,Present,33.23308885170705,5.0,4.0,2025-10-12
ENR00001422,MEM000032,CT004,STF0018,FAC003,AR015,2025-08-19,2025-08-21,20:30:00,20:40:00,21:30:00,21:40:00,Confirmed,20:17:00,21:40:00,Present,17.903681009682938,3.0,5.0,2025-10-12
ENR00001423,MEM000386,CT003,STF0007,FAC003,AR015,2025-08-20,2025-08-21,10:15:00,10:22:00,11:00:00,11:07:00,Confirmed,10:12:00,11:07:00,Present,17.590049641323876,3.0,3.0,2025-10-12
ENR00001424,MEM000339,CT003,STF0007,FAC003,AR015,2025-08-14,2025-08-21,10:15:00,10:11:00,11:00:00,10:56:00,Confirmed,10:14:00,10:56:00,Present,29.45998718484326,5.0,5.0,2025-10-12
ENR00001425,MEM000072,CT003,STF0007,FAC003,AR015,2025-08-18,2025-08-21,10:15:00,10:15:00,11:00:00,,Confirmed,,,No Show,27.4594802777131,,,2025-10-12
ENR00001426,MEM000028,CT003,STF0007,FAC003,AR015,2025-08-19,2025-08-21,10:15:00,10:16:00,11:00:00,11:01:00,Confirmed,10:13:00,11:01:00,Present,21.746263684094238,5.0,3.0,2025-10-12
ENR00001427,MEM000059,CT003,STF0007,FAC003,AR015,2025-08-20,2025-08-21,10:15:00,10:19:00,11:00:00,11:04:00,Confirmed,10:03:00,11:04:00,Present,30.2872015215458,4.0,3.0,2025-10-12
ENR00001428,MEM000311,CT003,STF0007,FAC003,AR015,2025-08-16,2025-08-21,10:15:00,10:10:00,11:00:00,10:55:00,Confirmed,10:12:00,10:55:00,Present,33.43857978838021,3.0,5.0,2025-10-12
ENR00001429,MEM000395,CT003,STF0007,FAC003,AR015,2025-08-19,2025-08-21,10:15:00,10:15:00,11:00:00,,Confirmed,,,No Show,20.734259244140524,,,2025-10-12
ENR00001430,MEM000382,CT003,STF0007,FAC003,AR015,2025-08-21,2025-08-21,10:15:00,10:16:00,11:00:00,11:01:00,Confirmed,10:11:00,11:01:00,Present,29.431484100296437,3.0,5.0,2025-10-12
ENR00001431,MEM000345,CT003,STF0007,FAC003,AR015,2025-08-21,2025-08-21,10:15:00,10:16:00,11:00:00,11:01:00,Confirmed,10:11:00,11:01:00,Present,30.58437789895543,5.0,4.0,2025-10-12
ENR00001432,MEM000046,CT003,STF0007,FAC003,AR015,2025-08-16,2025-08-21,10:15:00,10:17:00,11:00:00,11:02:00,Confirmed,10:14:00,11:02:00,Present,17.837580334464004,3.0,4.0,2025-10-12
ENR00001433,MEM000455,CT003,STF0011,FAC001,AR002,2025-08-20,2025-08-21,20:30:00,20:33:00,21:15:00,21:18:00,Confirmed,20:16:00,21:18:00,Present,26.981336119685288,3.0,4.0,2025-10-12
ENR00001434,MEM000381,CT003,STF0011,FAC001,AR002,2025-08-20,2025-08-21,20:30:00,20:25:00,21:15:00,21:10:00,Confirmed,20:28:00,21:10:00,Present,17.599752117169317,4.0,5.0,2025-10-12
ENR00001435,MEM000399,CT003,STF0011,FAC001,AR002,2025-08-21,2025-08-21,20:30:00,20:33:00,21:15:00,21:18:00,Confirmed,20:20:00,21:18:00,Present,19.436738148510603,5.0,4.0,2025-10-12
ENR00001436,MEM000080,CT003,STF0011,FAC001,AR002,2025-08-14,2025-08-21,20:30:00,20:28:00,21:15:00,21:13:00,Confirmed,20:15:00,21:13:00,Present,33.15961016790513,4.0,4.0,2025-10-12
ENR00001437,MEM000014,CT003,STF0011,FAC001,AR002,2025-08-16,2025-08-21,20:30:00,20:34:00,21:15:00,21:19:00,Confirmed,20:17:00,21:19:00,Present,23.856245367247297,5.0,4.0,2025-10-12
ENR00001438,MEM000073,CT003,STF0011,FAC001,AR002,2025-08-17,2025-08-21,20:30:00,20:30:00,21:15:00,21:15:00,Confirmed,20:22:00,21:15:00,Present,24.591429955002475,3.0,3.0,2025-10-12
ENR00001439,MEM000247,CT003,STF0011,FAC001,AR002,2025-08-20,2025-08-21,20:30:00,20:25:00,21:15:00,21:10:00,Confirmed,20:18:00,21:10:00,Present,26.0988280265627,3.0,5.0,2025-10-12
ENR00001440,MEM000477,CT003,STF0011,FAC001,AR002,2025-08-20,2025-08-21,20:30:00,20:25:00,21:15:00,21:10:00,Confirmed,20:28:00,21:10:00,Present,17.007543809611466,4.0,4.0,2025-10-12
ENR00001441,MEM000028,CT003,STF0011,FAC001,AR002,2025-08-16,2025-08-21,20:30:00,20:38:00,21:15:00,21:23:00,Confirmed,20:16:00,21:23:00,Present,25.33703850171392,5.0,5.0,2025-10-12
ENR00001442,MEM000217,CT003,STF0011,FAC001,AR002,2025-08-14,2025-08-21,20:30:00,20:29:00,21:15:00,21:14:00,Confirmed,20:15:00,21:14:00,Present,34.48402335386261,5.0,3.0,2025-10-12
ENR00001443,MEM000064,CT003,STF0011,FAC001,AR002,2025-08-18,2025-08-21,20:30:00,20:26:00,21:15:00,21:11:00,Confirmed,20:28:00,21:11:00,Present,17.033328897729962,3.0,4.0,2025-10-12
ENR00001444,MEM000186,CT003,STF0011,FAC001,AR002,2025-08-17,2025-08-21,20:30:00,20:26:00,21:15:00,21:11:00,Confirmed,20:24:00,21:11:00,Present,34.39938538233848,4.0,4.0,2025-10-12
ENR00001445,MEM000315,CT003,STF0011,FAC001,AR002,2025-08-15,2025-08-21,20:30:00,20:37:00,21:15:00,21:22:00,Confirmed,20:20:00,21:22:00,Present,29.081294863902567,3.0,3.0,2025-10-12
ENR00001446,MEM000083,CT003,STF0011,FAC001,AR002,2025-08-14,2025-08-21,20:30:00,20:36:00,21:15:00,21:21:00,Confirmed,20:29:00,21:21:00,Present,29.068155203682913,5.0,4.0,2025-10-12
ENR00001447,MEM000246,CT003,STF0011,FAC001,AR002,2025-08-15,2025-08-21,20:30:00,20:28:00,21:15:00,21:13:00,Confirmed,20:15:00,21:13:00,Present,18.979295939171124,5.0,3.0,2025-10-12
ENR00001448,MEM000119,CT003,STF0011,FAC001,AR002,2025-08-20,2025-08-21,20:30:00,20:39:00,21:15:00,21:24:00,Confirmed,20:23:00,21:24:00,Present,32.79273009205223,4.0,3.0,2025-10-12
ENR00001449,MEM000207,CT008,STF0001,FAC001,AR002,2025-08-20,2025-08-21,07:15:00,07:13:00,08:00:00,07:58:00,Confirmed,07:01:00,07:58:00,Present,26.770285738356957,5.0,4.0,2025-10-12
ENR00001450,MEM000213,CT008,STF0001,FAC001,AR002,2025-08-17,2025-08-21,07:15:00,07:15:00,08:00:00,,Confirmed,,,No Show,29.980453350410343,,,2025-10-12
ENR00001451,MEM000218,CT008,STF0001,FAC001,AR002,2025-08-20,2025-08-21,07:15:00,07:12:00,08:00:00,07:57:00,Confirmed,07:08:00,07:57:00,Present,21.300939507676738,5.0,5.0,2025-10-12
ENR00001452,MEM000052,CT008,STF0001,FAC001,AR002,2025-08-17,2025-08-21,07:15:00,07:15:00,08:00:00,08:00:00,Confirmed,07:01:00,08:00:00,Present,27.211168052084627,5.0,3.0,2025-10-12
ENR00001453,MEM000160,CT008,STF0001,FAC001,AR002,2025-08-18,2025-08-21,07:15:00,07:25:00,08:00:00,08:10:00,Confirmed,07:12:00,08:10:00,Present,27.77763191218387,5.0,3.0,2025-10-12
ENR00001454,MEM000495,CT008,STF0001,FAC001,AR002,2025-08-17,2025-08-21,07:15:00,07:24:00,08:00:00,08:09:00,Confirmed,07:03:00,08:09:00,Present,22.64442497536346,5.0,5.0,2025-10-12
ENR00001455,MEM000170,CT008,STF0001,FAC001,AR002,2025-08-14,2025-08-21,07:15:00,07:22:00,08:00:00,08:07:00,Confirmed,07:03:00,08:07:00,Present,19.32567171528271,4.0,3.0,2025-10-12
ENR00001456,MEM000321,CT008,STF0001,FAC001,AR002,2025-08-19,2025-08-21,07:15:00,07:18:00,08:00:00,08:03:00,Confirmed,07:07:00,08:03:00,Present,31.618329163520844,4.0,4.0,2025-10-12
ENR00001457,MEM000302,CT008,STF0001,FAC001,AR002,2025-08-17,2025-08-21,07:15:00,07:19:00,08:00:00,08:04:00,Confirmed,07:03:00,08:04:00,Present,31.14026814917631,3.0,5.0,2025-10-12
ENR00001458,MEM000013,CT008,STF0001,FAC001,AR002,2025-08-14,2025-08-21,07:15:00,07:23:00,08:00:00,08:08:00,Confirmed,07:04:00,08:08:00,Present,19.286844949017237,3.0,5.0,2025-10-12
ENR00001459,MEM000387,CT008,STF0001,FAC001,AR002,2025-08-21,2025-08-21,07:15:00,07:15:00,08:00:00,08:00:00,Confirmed,07:03:00,08:00:00,Present,23.214838363963732,3.0,5.0,2025-10-12
ENR00001460,MEM000385,CT009,STF0004,FAC001,AR002,2025-08-17,2025-08-21,19:00:00,19:04:00,20:00:00,20:04:00,Confirmed,18:45:00,20:04:00,Present,34.41016413966092,4.0,4.0,2025-10-12
ENR00001461,MEM000315,CT009,STF0004,FAC001,AR002,2025-08-18,2025-08-21,19:00:00,19:00:00,20:00:00,20:00:00,Confirmed,18:48:00,20:00:00,Present,33.93606258633395,4.0,5.0,2025-10-12
ENR00001462,MEM000293,CT009,STF0004,FAC001,AR002,2025-08-21,2025-08-21,19:00:00,19:09:00,20:00:00,20:09:00,Confirmed,18:56:00,20:09:00,Present,33.6501394229433,5.0,3.0,2025-10-12
ENR00001463,MEM000263,CT009,STF0004,FAC001,AR002,2025-08-20,2025-08-21,19:00:00,19:03:00,20:00:00,20:03:00,Confirmed,18:46:00,20:03:00,Present,24.486152726441343,4.0,5.0,2025-10-12
ENR00001464,MEM000305,CT009,STF0004,FAC001,AR002,2025-08-15,2025-08-21,19:00:00,19:00:00,20:00:00,20:00:00,Confirmed,18:51:00,20:00:00,Present,26.268581909705404,4.0,5.0,2025-10-12
ENR00001465,MEM000259,CT009,STF0004,FAC001,AR002,2025-08-19,2025-08-21,19:00:00,18:57:00,20:00:00,19:57:00,Confirmed,18:50:00,19:57:00,Present,28.486809256247007,5.0,4.0,2025-10-12
ENR00001466,MEM000454,CT009,STF0004,FAC001,AR002,2025-08-14,2025-08-21,19:00:00,19:08:00,20:00:00,20:08:00,Confirmed,18:49:00,20:08:00,Present,29.52410887958952,4.0,5.0,2025-10-12
ENR00001467,MEM000400,CT009,STF0004,FAC001,AR002,2025-08-20,2025-08-21,19:00:00,18:56:00,20:00:00,19:56:00,Confirmed,18:53:00,19:56:00,Present,26.776833587086387,3.0,5.0,2025-10-12
ENR00001468,MEM000300,CT009,STF0004,FAC001,AR002,2025-08-18,2025-08-21,19:00:00,18:57:00,20:00:00,19:57:00,Confirmed,18:58:00,19:57:00,Present,22.0922008793279,3.0,4.0,2025-10-12
ENR00001469,MEM000230,CT009,STF0004,FAC001,AR002,2025-08-14,2025-08-21,19:00:00,19:04:00,20:00:00,20:04:00,Confirmed,18:52:00,20:04:00,Present,29.457306173054402,4.0,3.0,2025-10-12
ENR00001470,MEM000462,CT009,STF0004,FAC001,AR002,2025-08-17,2025-08-21,19:00:00,19:07:00,20:00:00,20:07:00,Confirmed,18:50:00,20:07:00,Present,27.799972451503212,5.0,4.0,2025-10-12
ENR00001471,MEM000076,CT009,STF0004,FAC001,AR002,2025-08-21,2025-08-21,19:00:00,19:07:00,20:00:00,20:07:00,Confirmed,18:57:00,20:07:00,Present,29.407098630790614,5.0,4.0,2025-10-12
ENR00001472,MEM000460,CT009,STF0004,FAC001,AR002,2025-08-16,2025-08-21,19:00:00,19:04:00,20:00:00,20:04:00,Confirmed,18:49:00,20:04:00,Present,23.878928573670276,3.0,5.0,2025-10-12
ENR00001473,MEM000058,CT009,STF0004,FAC001,AR002,2025-08-15,2025-08-21,19:00:00,18:59:00,20:00:00,19:59:00,Confirmed,18:50:00,19:59:00,Present,26.59994792342919,3.0,5.0,2025-10-12
ENR00001474,MEM000043,CT009,STF0004,FAC001,AR002,2025-08-18,2025-08-21,19:00:00,18:59:00,20:00:00,19:59:00,Confirmed,18:45:00,19:59:00,Present,20.318364431652736,4.0,5.0,2025-10-12
ENR00001475,MEM000500,CT009,STF0004,FAC001,AR002,2025-08-14,2025-08-21,19:00:00,19:08:00,20:00:00,20:08:00,Confirmed,18:49:00,20:08:00,Present,22.903770428824963,3.0,5.0,2025-10-12
ENR00001476,MEM000228,CT009,STF0004,FAC001,AR002,2025-08-17,2025-08-21,19:00:00,18:57:00,20:00:00,19:57:00,Confirmed,18:58:00,19:57:00,Present,27.464781229648086,3.0,3.0,2025-10-12
ENR00001477,MEM000493,CT009,STF0004,FAC001,AR002,2025-08-19,2025-08-21,19:00:00,18:58:00,20:00:00,19:58:00,Confirmed,18:52:00,19:58:00,Present,28.22362270288036,5.0,5.0,2025-10-12
ENR00001478,MEM000012,CT009,STF0004,FAC001,AR002,2025-08-15,2025-08-21,19:00:00,19:00:00,20:00:00,,Cancelled,,,Cancelled,0.0,,,2025-10-12
ENR00001479,MEM000375,CT009,STF0004,FAC001,AR002,2025-08-18,2025-08-21,19:00:00,19:01:00,20:00:00,20:01:00,Confirmed,19:00:00,20:01:00,Present,32.88884937769538,4.0,3.0,2025-10-12
ENR00001480,MEM000429,CT009,STF0004,FAC001,AR002,2025-08-19,2025-08-21,19:00:00,19:03:00,20:00:00,20:03:00,Confirmed,18:55:00,20:03:00,Present,23.012165923781797,5.0,3.0,2025-10-12
ENR00001481,MEM000276,CT009,STF0004,FAC001,AR002,2025-08-20,2025-08-21,19:00:00,19:03:00,20:00:00,20:03:00,Confirmed,18:54:00,20:03:00,Present,17.892891207662633,3.0,5.0,2025-10-12
ENR00001482,MEM000033,CT005,STF0001,FAC003,AR015,2025-08-20,2025-08-21,18:30:00,18:26:00,19:15:00,19:11:00,Confirmed,18:15:00,19:11:00,Present,24.234501247603884,5.0,3.0,2025-10-12
ENR00001483,MEM000241,CT005,STF0001,FAC003,AR015,2025-08-16,2025-08-21,18:30:00,18:39:00,19:15:00,19:24:00,Confirmed,18:23:00,19:24:00,Present,25.339431889026002,3.0,3.0,2025-10-12
ENR00001484,MEM000387,CT005,STF0001,FAC003,AR015,2025-08-18,2025-08-21,18:30:00,18:37:00,19:15:00,19:22:00,Confirmed,18:27:00,19:22:00,Present,25.918300363747043,5.0,5.0,2025-10-12
ENR00001485,MEM000380,CT005,STF0001,FAC003,AR015,2025-08-17,2025-08-21,18:30:00,18:37:00,19:15:00,19:22:00,Confirmed,18:29:00,19:22:00,Present,33.60619582335997,4.0,5.0,2025-10-12
ENR00001486,MEM000248,CT005,STF0001,FAC003,AR015,2025-08-21,2025-08-21,18:30:00,18:27:00,19:15:00,19:12:00,Confirmed,18:25:00,19:12:00,Present,26.76704380828423,4.0,5.0,2025-10-12
ENR00001487,MEM000460,CT005,STF0001,FAC003,AR015,2025-08-18,2025-08-21,18:30:00,18:29:00,19:15:00,19:14:00,Confirmed,18:20:00,19:14:00,Present,31.896369708694905,4.0,4.0,2025-10-12
ENR00001488,MEM000467,CT005,STF0001,FAC003,AR015,2025-08-15,2025-08-21,18:30:00,18:37:00,19:15:00,19:22:00,Confirmed,18:16:00,19:22:00,Present,17.26777033066506,4.0,3.0,2025-10-12
ENR00001489,MEM000477,CT005,STF0001,FAC003,AR015,2025-08-15,2025-08-21,18:30:00,18:26:00,19:15:00,19:11:00,Confirmed,18:22:00,19:11:00,Present,19.14283073265088,4.0,3.0,2025-10-12
ENR00001490,MEM000383,CT005,STF0001,FAC003,AR015,2025-08-17,2025-08-21,18:30:00,18:30:00,19:15:00,,Confirmed,,,No Show,17.00016625444111,,,2025-10-12
ENR00001491,MEM000034,CT005,STF0001,FAC003,AR015,2025-08-17,2025-08-21,18:30:00,18:26:00,19:15:00,19:11:00,Confirmed,18:27:00,19:11:00,Present,15.153566606216389,3.0,5.0,2025-10-12
ENR00001492,MEM000396,CT005,STF0001,FAC003,AR015,2025-08-17,2025-08-21,18:30:00,18:34:00,19:15:00,19:19:00,Confirmed,18:23:00,19:19:00,Present,15.939166142540774,4.0,4.0,2025-10-12
ENR00001493,MEM000265,CT005,STF0001,FAC003,AR015,2025-08-17,2025-08-21,18:30:00,18:38:00,19:15:00,19:23:00,Confirmed,18:28:00,19:23:00,Present,23.209206022322526,4.0,4.0,2025-10-12
ENR00001494,MEM000065,CT005,STF0001,FAC003,AR015,2025-08-16,2025-08-21,18:30:00,18:34:00,19:15:00,19:19:00,Confirmed,18:25:00,19:19:00,Present,32.30356758299284,4.0,4.0,2025-10-12
ENR00001495,MEM000359,CT005,STF0001,FAC003,AR015,2025-08-21,2025-08-21,18:30:00,18:25:00,19:15:00,19:10:00,Confirmed,18:29:00,19:10:00,Present,30.360107767422832,3.0,3.0,2025-10-12
ENR00001496,MEM000173,CT007,STF0021,FAC001,AR002,2025-08-15,2025-08-21,08:30:00,08:30:00,09:00:00,,Confirmed,,,No Show,33.63830829788261,,,2025-10-12
ENR00001497,MEM000359,CT007,STF0021,FAC001,AR002,2025-08-15,2025-08-21,08:30:00,08:30:00,09:00:00,09:00:00,Confirmed,08:18:00,09:00:00,Present,18.043116523938227,3.0,4.0,2025-10-12
ENR00001498,MEM000149,CT007,STF0021,FAC001,AR002,2025-08-17,2025-08-21,08:30:00,08:30:00,09:00:00,,Confirmed,,,No Show,28.132882933906977,,,2025-10-12
ENR00001499,MEM000028,CT007,STF0021,FAC001,AR002,2025-08-17,2025-08-21,08:30:00,08:35:00,09:00:00,09:05:00,Confirmed,08:17:00,09:05:00,Present,15.554977968879982,3.0,3.0,2025-10-12
ENR00001500,MEM000056,CT007,STF0021,FAC001,AR002,2025-08-15,2025-08-21,08:30:00,08:28:00,09:00:00,08:58:00,Confirmed,08:17:00,08:58:00,Present,33.214378501834304,5.0,4.0,2025-10-12
ENR00001501,MEM000204,CT007,STF0021,FAC001,AR002,2025-08-21,2025-08-21,08:30:00,08:30:00,09:00:00,,Confirmed,,,No Show,33.088745024715195,,,2025-10-12
ENR00001502,MEM000324,CT007,STF0021,FAC001,AR002,2025-08-20,2025-08-21,08:30:00,08:37:00,09:00:00,09:07:00,Confirmed,08:30:00,09:07:00,Present,34.832739317242705,3.0,3.0,2025-10-12
ENR00001503,MEM000172,CT007,STF0021,FAC001,AR002,2025-08-19,2025-08-21,08:30:00,08:36:00,09:00:00,09:06:00,Confirmed,08:29:00,09:06:00,Present,33.619707346247736,4.0,4.0,2025-10-12
ENR00001504,MEM000310,CT007,STF0021,FAC001,AR002,2025-08-19,2025-08-21,08:30:00,08:30:00,09:00:00,,Confirmed,,,No Show,20.26244444440928,,,2025-10-12
ENR00001505,MEM000312,CT007,STF0021,FAC001,AR002,2025-08-18,2025-08-21,08:30:00,08:38:00,09:00:00,09:08:00,Confirmed,08:17:00,09:08:00,Present,29.608937220410663,3.0,3.0,2025-10-12
ENR00001506,MEM000178,CT007,STF0021,FAC001,AR002,2025-08-15,2025-08-21,08:30:00,08:32:00,09:00:00,09:02:00,Confirmed,08:30:00,09:02:00,Present,19.559518907976702,4.0,5.0,2025-10-12
ENR00001507,MEM000118,CT007,STF0021,FAC001,AR002,2025-08-16,2025-08-21,08:30:00,08:30:00,09:00:00,,Confirmed,,,No Show,24.224085443333927,,,2025-10-12
ENR00001508,MEM000064,CT006,STF0013,FAC003,AR015,2025-08-17,2025-08-21,15:15:00,15:18:00,15:45:00,15:48:00,Confirmed,15:01:00,15:48:00,Present,28.5164126671214,4.0,4.0,2025-10-12
ENR00001509,MEM000344,CT006,STF0013,FAC003,AR015,2025-08-20,2025-08-21,15:15:00,15:19:00,15:45:00,15:49:00,Confirmed,15:14:00,15:49:00,Present,29.79535030508667,3.0,3.0,2025-10-12
ENR00001510,MEM000286,CT006,STF0013,FAC003,AR015,2025-08-14,2025-08-21,15:15:00,15:16:00,15:45:00,15:46:00,Confirmed,15:04:00,15:46:00,Present,20.709319229386885,5.0,5.0,2025-10-12
ENR00001511,MEM000356,CT006,STF0013,FAC003,AR015,2025-08-18,2025-08-21,15:15:00,15:12:00,15:45:00,15:42:00,Confirmed,15:14:00,15:42:00,Present,33.02340772353912,4.0,3.0,2025-10-12
ENR00001512,MEM000385,CT006,STF0013,FAC003,AR015,2025-08-15,2025-08-21,15:15:00,15:15:00,15:45:00,15:45:00,Confirmed,15:15:00,15:45:00,Present,15.614101915304087,5.0,5.0,2025-10-12
ENR00001513,MEM000120,CT006,STF0013,FAC003,AR015,2025-08-21,2025-08-21,15:15:00,15:12:00,15:45:00,15:42:00,Confirmed,15:15:00,15:42:00,Present,29.284335525723634,5.0,5.0,2025-10-12
ENR00001514,MEM000258,CT006,STF0013,FAC003,AR015,2025-08-18,2025-08-21,15:15:00,15:12:00,15:45:00,15:42:00,Confirmed,15:12:00,15:42:00,Present,31.534031337753316,4.0,4.0,2025-10-12
ENR00001515,MEM000167,CT006,STF0013,FAC003,AR015,2025-08-18,2025-08-21,15:15:00,15:17:00,15:45:00,15:47:00,Confirmed,15:10:00,15:47:00,Present,20.33530661823287,3.0,4.0,2025-10-12
ENR00001516,MEM000450,CT006,STF0013,FAC003,AR015,2025-08-20,2025-08-21,15:15:00,15:15:00,15:45:00,,Confirmed,,,No Show,32.15676947248467,,,2025-10-12
ENR00001517,MEM000130,CT006,STF0013,FAC003,AR015,2025-08-15,2025-08-21,15:15:00,15:22:00,15:45:00,15:52:00,Confirmed,15:14:00,15:52:00,Present,25.103129638225695,5.0,3.0,2025-10-12
ENR00001518,MEM000273,CT006,STF0013,FAC002,AR009,2025-08-21,2025-08-21,08:30:00,08:40:00,09:00:00,09:10:00,Confirmed,08:21:00,09:10:00,Present,29.091536072534055,5.0,3.0,2025-10-12
ENR00001519,MEM000108,CT006,STF0013,FAC002,AR009,2025-08-17,2025-08-21,08:30:00,08:35:00,09:00:00,09:05:00,Confirmed,08:22:00,09:05:00,Present,17.941671242807935,4.0,5.0,2025-10-12
ENR00001520,MEM000420,CT006,STF0013,FAC002,AR009,2025-08-15,2025-08-21,08:30:00,08:30:00,09:00:00,,Cancelled,,,Cancelled,0.0,,,2025-10-12
ENR00001521,MEM000274,CT006,STF0013,FAC002,AR009,2025-08-21,2025-08-21,08:30:00,08:30:00,09:00:00,,Confirmed,,,No Show,30.528224282712273,,,2025-10-12
ENR00001522,MEM000451,CT006,STF0013,FAC002,AR009,2025-08-14,2025-08-21,08:30:00,08:35:00,09:00:00,09:05:00,Confirmed,08:30:00,09:05:00,Present,31.75020880689342,3.0,4.0,2025-10-12
ENR00001523,MEM000186,CT006,STF0013,FAC002,AR009,2025-08-15,2025-08-21,08:30:00,08:33:00,09:00:00,09:03:00,Confirmed,08:27:00,09:03:00,Present,15.728583754632446,3.0,5.0,2025-10-12
ENR00001524,MEM000084,CT003,STF0011,FAC003,AR015,2025-08-19,2025-08-21,11:30:00,11:25:00,12:15:00,12:10:00,Confirmed,11:27:00,12:10:00,Present,33.87402920150213,5.0,3.0,2025-10-12
ENR00001525,MEM000267,CT003,STF0011,FAC003,AR015,2025-08-21,2025-08-21,11:30:00,11:26:00,12:15:00,12:11:00,Confirmed,11:21:00,12:11:00,Present,17.914113569427517,3.0,3.0,2025-10-12
ENR00001526,MEM000121,CT003,STF0011,FAC003,AR015,2025-08-14,2025-08-21,11:30:00,11:30:00,12:15:00,12:15:00,Confirmed,11:15:00,12:15:00,Present,16.26061524326577,5.0,4.0,2025-10-12
ENR00001527,MEM000122,CT003,STF0011,FAC003,AR015,2025-08-14,2025-08-21,11:30:00,11:28:00,12:15:00,12:13:00,Confirmed,11:16:00,12:13:00,Present,25.158463692855097,5.0,5.0,2025-10-12
ENR00001528,MEM000291,CT003,STF0011,FAC003,AR015,2025-08-15,2025-08-21,11:30:00,11:28:00,12:15:00,12:13:00,Confirmed,11:15:00,12:13:00,Present,31.356597288768246,3.0,4.0,2025-10-12
ENR00001529,MEM000406,CT003,STF0011,FAC003,AR015,2025-08-18,2025-08-21,11:30:00,11:34:00,12:15:00,12:19:00,Confirmed,11:16:00,12:19:00,Present,32.954821370993926,4.0,4.0,2025-10-12
ENR00001530,MEM000053,CT003,STF0011,FAC003,AR015,2025-08-19,2025-08-21,11:30:00,11:27:00,12:15:00,12:12:00,Confirmed,11:16:00,12:12:00,Present,20.527271691134594,5.0,5.0,2025-10-12
ENR00001531,MEM000078,CT003,STF0011,FAC003,AR015,2025-08-21,2025-08-21,11:30:00,11:34:00,12:15:00,12:19:00,Confirmed,11:28:00,12:19:00,Present,31.641150515717445,3.0,3.0,2025-10-12
ENR00001532,MEM000500,CT003,STF0011,FAC003,AR015,2025-08-17,2025-08-21,11:30:00,11:25:00,12:15:00,12:10:00,Confirmed,11:29:00,12:10:00,Present,33.319985893723285,3.0,4.0,2025-10-12
ENR00001533,MEM000058,CT003,STF0011,FAC003,AR015,2025-08-15,2025-08-21,11:30:00,11:30:00,12:15:00,,Cancelled,,,Cancelled,0.0,,,2025-10-12
ENR00001534,MEM000331,CT003,STF0011,FAC003,AR015,2025-08-15,2025-08-21,11:30:00,11:27:00,12:15:00,12:12:00,Confirmed,11:25:00,12:12:00,Present,33.05878768697852,3.0,4.0,2025-10-12
ENR00001535,MEM000338,CT003,STF0011,FAC003,AR015,2025-08-20,2025-08-21,11:30:00,11:30:00,12:15:00,,Confirmed,,,No Show,23.441636006336292,,,2025-10-12
ENR00001536,MEM000457,CT005,STF0004,FAC003,AR015,2025-08-15,2025-08-21,20:30:00,20:26:00,21:15:00,21:11:00,Confirmed,20:15:00,21:11:00,Present,30.4601115825322,3.0,4.0,2025-10-12
ENR00001537,MEM000483,CT005,STF0004,FAC003,AR015,2025-08-15,2025-08-21,20:30:00,20:34:00,21:15:00,21:19:00,Confirmed,20:19:00,21:19:00,Present,25.685916651132047,5.0,5.0,2025-10-12
ENR00001538,MEM000116,CT005,STF0004,FAC003,AR015,2025-08-20,2025-08-21,20:30:00,20:39:00,21:15:00,21:24:00,Confirmed,20:15:00,21:24:00,Present,25.798712288357173,5.0,5.0,2025-10-12
